Sentence,Word_Count,Sentence_Length,Char_Count,DLP,Dot_Load_Ratio,OVL,Similar_Shape_Density,PSC_Density,Lexical_Difficulty,Homograph_Risk,Avg_Morphological_Complexity,Domain,Text_Class,Quadrant,Readability_Level_19,DLI,DLI_10
من الصديق حسن علي بو عيسى- السعودية – الإحساء – ص. ب 1223,15,37,45,0.27,0.43,0.0,0.59,0.16,1.7,0.3,0.3,Arts & Humanities,Foundational,High BAREC / Low DLI,13,4,1.8
الرمز البريدي: 31982..,6,12,20,0.33,0.5,0.0,0.58,0.08,3.0,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / High DLI,3,6,2.7
إلى كل الأصدقاء (هوية التعارف),7,24,26,0.21,0.38,0.0,0.33,0.12,2.0,0.0,0.4,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,1,0.5
أرجو المراسلة.,3,12,13,0.17,0.25,0.0,0.33,0.17,3.0,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,4,1.8
ماجد,1,4,4,0.25,0.25,0.0,0.5,0.5,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,1,3,1.4
عصابة الخمسة..,4,11,13,0.36,0.55,0.0,0.45,0.27,1.5,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,5,6,2.7
في مغامرة جديدة,3,13,13,0.54,0.85,0.0,0.62,0.31,1.67,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,4,9,4.1
المستحيلات الثلاثة!,3,17,18,0.35,0.82,0.0,0.41,0.12,1.5,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / High DLI,5,6,2.7
سيناريو: جمال سليم,4,15,16,0.33,0.53,0.0,0.53,0.2,2.33,0.33,0.0,Arts & Humanities,Foundational,High BAREC / High DLI,12,7,3.2
رسوم: حجازي,3,9,10,0.33,0.44,0.0,0.67,0.33,1.5,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,5,2.3
وماذا بعد الاستمتاع بأكل السمك المشوي في هذا المكان الجميل يا سيادة القاضي عادل؟,15,66,67,0.29,0.47,0.0,0.41,0.21,1.5,0.14,0.57,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,4,1.8
الاستمتاع بدفع الحساب يا سيادة وكيل النيابة عزام!,9,41,42,0.34,0.54,0.0,0.51,0.17,2.5,0.0,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,11,6,2.7
شكرًا لكما,2,8,8,0.12,0.38,0.12,0.25,0.38,1.0,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,4,1.8
إلى أين يا صديقنا الضابط يقظان؟,7,25,26,0.48,0.72,0.0,0.6,0.0,1.5,0.17,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,5,2.3
إلى البيت لأنام قليلًا، فعندي عمل في المساء,9,34,35,0.32,0.5,0.03,0.44,0.15,1.0,0.12,0.62,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,4,1.8
هل قرأت صحف اليوم؟,5,14,15,0.29,0.5,0.0,0.5,0.21,1.88,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,4,1.8
قرأت العناوين الرئيسية...,6,20,23,0.4,0.7,0.0,0.55,0.05,1.67,0.0,0.67,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,5,2.3
استمرار الاشتباكات على خطوط التماس في لبنان.,8,37,38,0.32,0.51,0.0,0.51,0.14,2.0,0.14,0.14,Arts & Humanities,Foundational,High BAREC / Low DLI,12,5,2.3
إذن اقرأ هذا الخبر..,6,15,17,0.4,0.47,0.0,0.53,0.13,1.75,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,4,1.8
العالم الأثري البروفسور فخري يعثر على أحد المستحيلات الثلاثة، وهي العنقاء,12,62,63,0.29,0.56,0.0,0.5,0.16,2.27,0.18,0.64,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
ما الذي يضحكك...؟,7,11,15,0.36,0.55,0.0,0.45,0.36,2.33,0.0,0.33,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
هذا الخبر!,3,8,9,0.38,0.38,0.0,0.5,0.25,2.5,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,3,5,2.3
فليس من المعقول أن يعثر البروفسور فخري على طائر خرافي لا وجود له..,15,52,54,0.31,0.44,0.0,0.56,0.17,2.31,0.23,0.31,Arts & Humanities,Foundational,High BAREC / Low DLI,12,5,2.3
إن العثور على ديناصور أسهل من العثور على العنقاء يا وكيل النيابة!,13,53,54,0.26,0.45,0.0,0.45,0.15,2.62,0.33,0.33,Arts & Humanities,Foundational,High BAREC / Low DLI,11,5,2.3
ماذا؟,2,4,5,0.25,0.25,0.0,0.25,0.25,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,1,0.5
العنقاء؟,2,7,8,0.29,0.43,0.0,0.43,0.14,5.0,0.0,1.0,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
تقول أن عصابة الخمسة وضعت خطة للاستيلاء عليها,8,38,38,0.37,0.61,0.0,0.47,0.18,1.62,0.12,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,12,7,3.2
تساوي أكثر من مليون دولار..,7,21,23,0.29,0.52,0.0,0.48,0.14,2.0,0.2,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,4,1.8
هل هذا معقول؟,4,10,11,0.2,0.3,0.0,0.3,0.4,2.17,0.33,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,5,2.3
وفي مركز العصابة ...,6,14,17,0.36,0.5,0.0,0.5,0.21,1.67,0.33,0.67,Arts & Humanities,Foundational,Low BAREC / High DLI,8,7,3.2
كل الذي أريد أن أعرفه قبل وضع خطة لسرقة العنقاء ما هي العنقاء هذه؟,15,52,53,0.35,0.52,0.0,0.5,0.21,2.21,0.21,0.29,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
أهي جوهرة ثمينة؟ أم لوحة لفنان كبير وعظيم...؟ أم قطعة من الذهب الخالص,18,52,57,0.4,0.62,0.0,0.46,0.27,2.08,0.31,0.31,Arts & Humanities,Foundational,Low BAREC / High DLI,9,8,3.6
لا أعرف شيئا عن العنقاء أكثر من أنها موجودة في بيت البروفسور فخري العالم الأثري وأنها لتساوي أكثر من مليون دولار.,22,92,93,0.33,0.53,0.0,0.49,0.16,1.95,0.19,0.38,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
تعال يا حاقد..,5,10,12,0.3,0.6,0.0,0.6,0.2,3.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,5,2.3
لماذا تتسلل كلص فاشل!,5,17,18,0.29,0.53,0.0,0.41,0.12,1.5,0.0,0.25,Arts & Humanities,Foundational,High BAREC / Low DLI,12,2,0.9
هل عرفت مكان البروفسور فخري؟,6,23,24,0.35,0.43,0.0,0.61,0.22,2.5,0.2,0.2,Arts & Humanities,Foundational,High BAREC / High DLI,12,6,2.7
نعم يا زعيمي غاضب، إنه ليكن في شارع 36 شقة 14,12,30,35,0.57,0.93,0.0,0.67,0.27,1.22,0.22,0.22,Arts & Humanities,Foundational,Low BAREC / High DLI,10,9,4.1
وها هو ناقم يا زعيمي..,7,16,18,0.38,0.62,0.0,0.44,0.31,2.6,0.2,0.2,Arts & Humanities,Foundational,Low BAREC / High DLI,9,8,3.6
إنه سيخبرنا إذا ما كانت شقة البروفسور تحت المراقبة,9,42,42,0.43,0.67,0.0,0.55,0.14,2.22,0.22,0.56,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
لا يا زعيمي غاضب..,6,13,15,0.54,0.77,0.0,0.62,0.23,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,9,7,3.2
لم أجد حول بيت البروفسور أي رجل من الشرطة السرية!,11,39,40,0.33,0.54,0.0,0.54,0.13,1.35,0.6,0.3,Arts & Humanities,Foundational,High BAREC / Low DLI,12,5,2.3
وأين هادي؟,3,8,9,0.38,0.62,0.0,0.5,0.12,1.0,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,4,1.8
إنه المكلف بمعرفة حركة البروفسور فخري!,7,32,33,0.34,0.44,0.0,0.53,0.25,3.17,0.0,0.67,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
ما هذه الضجة...؟,7,10,14,0.4,0.5,0.0,0.3,0.4,1.67,0.0,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,4,1.8
إنه هو –,3,5,6,0.2,0.2,0.0,0.2,0.4,2.0,0.5,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
ألا تحمل مفتاحًا؟,4,13,14,0.23,0.38,0.08,0.38,0.31,1.5,0.33,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,4,1.8
البروفسور فخري لا يتحرك من بيته إلا صباحًا.. ولمدة ساعتين..,14,45,49,0.36,0.53,0.02,0.58,0.18,1.6,0.1,0.4,Arts & Humanities,Foundational,High BAREC / Low DLI,12,5,2.3
يذهب للجامعة ليلقي محاضرته ثم يعود إلى بيته ويمكث فيه ولا يستقبل أحدًا,13,57,57,0.4,0.72,0.02,0.53,0.25,1.54,0.08,0.62,Arts & Humanities,Foundational,Low BAREC / High DLI,10,7,3.2
بعد هذه المعلومات سأضع خطة سرقة العنقاء فورا..,10,37,39,0.3,0.43,0.0,0.51,0.24,2.0,0.12,0.38,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,4,1.8
هذه العملية لا بد أن تنجح!,7,20,21,0.4,0.55,0.0,0.5,0.3,1.67,0.33,0.17,Arts & Humanities,Foundational,Low BAREC / High DLI,10,8,3.6
وفى مكان آخر ....,7,10,14,0.3,0.3,0.0,0.4,0.3,2.0,0.67,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
هل تظن أن عصابة الخمسة سوف تتحرك لتستولي على العنقاء؟,11,43,44,0.37,0.58,0.0,0.53,0.19,2.35,0.4,0.3,Arts & Humanities,Foundational,High BAREC / High DLI,12,7,3.2
وهل تظن أننا يجب أن نتصل بالبروفسور فخري لنحذره,9,39,39,0.49,0.59,0.0,0.67,0.13,2.5,0.22,0.67,Arts & Humanities,Foundational,Low BAREC / High DLI,10,7,3.2
السلام عليكم ورحمة الله!,5,20,21,0.1,0.2,0.0,0.25,0.35,2.12,0.0,0.75,Arts & Humanities,Foundational,Low BAREC / Low DLI,3,5,2.3
وعليكم السلام ورحمة الله وبركاته..,7,28,30,0.14,0.25,0.0,0.29,0.32,1.9,0.0,1.2,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
أية خدمة يا سيدي؟,5,13,14,0.54,1.0,0.0,0.62,0.15,1.25,0.0,0.25,Arts & Humanities,Foundational,Low BAREC / High DLI,9,6,2.7
ما هذا؟,3,5,6,0.2,0.2,0.0,0.2,0.4,2.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,3,1.4
ألا تعرفاني؟,3,10,11,0.4,0.6,0.0,0.6,0.1,1.75,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / High DLI,9,6,2.7
لم نتشرف بمعرفتك بعد!,5,17,18,0.47,0.71,0.0,0.76,0.29,2.88,0.5,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,8,12,5.5
أنا الضابط يقظان.,4,14,15,0.5,0.64,0.0,0.57,0.0,2.0,0.0,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,3,4,1.8
ولماذا تتنكر في هذه الملابس؟,6,23,24,0.35,0.48,0.0,0.43,0.22,1.4,0.0,0.4,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,3,1.4
لقد اتفقت مع البروفسور فخري..,7,23,25,0.43,0.65,0.0,0.7,0.13,2.6,0.0,0.4,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
سوف أعمل مساعدًا له هذه الليلة فقط..,9,27,29,0.22,0.33,0.04,0.41,0.26,1.86,0.29,0.29,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
ما رأيكم؟!!,5,7,10,0.14,0.29,0.0,0.29,0.43,2.5,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,4,1.8
وهل انزعج عندما علم أن عصابة الخمسة ربما تهاجم بيته!!,12,42,44,0.36,0.48,0.0,0.5,0.36,1.55,0.3,0.4,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
وفى بيت البروفسور فخري...,7,19,22,0.47,0.63,0.0,0.68,0.05,3.25,0.5,0.25,Arts & Humanities,Foundational,Low BAREC / High DLI,8,8,3.6
أرجو ألا يكون وجودي مزعجًا لك يا بروفسور ,8,32,32,0.31,0.41,0.03,0.5,0.22,1.81,0.0,0.38,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,4,1.8
سأجلس بعيدا حتى تستطيع العمل في هدوء.,8,30,31,0.3,0.5,0.0,0.63,0.23,1.0,0.0,0.29,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,3,1.4
شكرًا لك يا حضرة الضابط,5,18,18,0.33,0.56,0.06,0.5,0.17,1.2,0.0,0.4,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,4,1.8
نعم..,3,3,5,0.33,0.33,0.0,0.67,0.67,1.0,1.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,1,7,3.2
نعم..,3,3,5,0.33,0.33,0.0,0.67,0.67,1.0,1.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,1,7,3.2
أنا البروفسور فخري..,5,16,18,0.38,0.44,0.0,0.62,0.06,3.0,0.0,0.33,Arts & Humanities,Foundational,High BAREC / Low DLI,12,5,2.3
نحن جمعية تكريم العلماء,4,20,20,0.35,0.55,0.0,0.5,0.4,1.75,0.0,0.25,Arts & Humanities,Foundational,Low BAREC / High DLI,7,6,2.7
تشرفنا..,3,6,8,0.67,1.17,0.0,0.83,0.0,4.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,7,11,5.0
ماذا تريدون؟,3,10,11,0.4,0.6,0.0,0.6,0.1,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,5,3,1.4
معلومات عن العنقاء لا..,6,18,20,0.22,0.33,0.0,0.39,0.28,2.25,0.25,0.25,Arts & Humanities,Foundational,High BAREC / Low DLI,12,4,1.8
ليس عندي وقت..,5,10,12,0.5,0.9,0.0,0.8,0.1,2.33,0.67,0.33,Arts & Humanities,Foundational,Low BAREC / High DLI,10,8,3.6
غدًا..,3,3,5,0.33,0.33,0.33,0.67,0.33,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,4,6,2.7
نعم غدًا..,4,6,8,0.33,0.33,0.17,0.67,0.5,1.0,0.5,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,7,8,3.6
يبدو أن التليفون قد تعطل..,7,20,22,0.45,0.7,0.0,0.65,0.05,2.6,0.6,0.2,Arts & Humanities,Foundational,Low BAREC / High DLI,10,8,3.6
هذا أفضل حتى أعمل في هدوء!,7,20,21,0.3,0.4,0.0,0.45,0.25,2.17,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,3,1.4
يبدو أن التليفون لم يتعطل!,6,21,22,0.43,0.67,0.0,0.57,0.1,2.1,0.4,0.2,Arts & Humanities,Foundational,Low BAREC / High DLI,10,6,2.7
نعم..,3,3,5,0.33,0.33,0.0,0.67,0.67,1.0,1.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,1,7,3.2
أنا البروفسور فخري وليس عندي وقت.,7,27,28,0.41,0.59,0.0,0.67,0.07,2.67,0.17,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,10,8,3.6
نحن مجلة، أضواء العلم..,7,17,20,0.29,0.35,0.0,0.35,0.29,1.0,0.0,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,2,0.9
هل الخبر المنشور عن عثورك على العنقاء صحيح؟,9,35,36,0.26,0.43,0.0,0.54,0.29,2.31,0.38,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,12,7,3.2
وهل من المعقول أن تعثر على طائر خرافي لا وجود له؟,12,38,39,0.24,0.37,0.0,0.45,0.24,1.86,0.45,0.27,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
وهل تسمح لمندوب مجلتنا بلقاء معك لتوضيح الحقيقة لملايين القراء؟!,12,53,55,0.36,0.58,0.0,0.47,0.23,2.45,0.1,0.8,Arts & Humanities,Foundational,Low BAREC / High DLI,8,7,3.2
أنا آسف يا سيدي..,6,12,14,0.42,0.67,0.0,0.67,0.0,1.0,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,5,2.3
ليس عندي وقت..,5,10,12,0.5,0.9,0.0,0.8,0.1,2.33,0.67,0.33,Arts & Humanities,Foundational,Low BAREC / High DLI,10,8,3.6
غدًا..,3,3,5,0.33,0.33,0.33,0.67,0.33,1.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,4,6,2.7
غدًا بإذن الله!,4,11,12,0.36,0.36,0.09,0.45,0.18,1.5,0.0,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,3,1.4
عفوًا يا سيادة البروفسور هذا جرس الباب وليس جرس التليفون..,12,46,48,0.35,0.48,0.02,0.57,0.09,1.9,0.2,0.4,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,4,1.8
يبدو أن هؤلاء الناس متفقون على إضاعة وقتي..,10,34,36,0.38,0.59,0.0,0.47,0.12,1.94,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,5,2.3
استرح أنت يا سيدي، سأفتح أنا كما اتفقنا,9,31,32,0.42,0.68,0.0,0.65,0.13,1.44,0.12,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,5,2.3
من أنت؟!,4,5,7,0.6,0.8,0.0,0.6,0.2,1.0,1.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,5,8,3.6
أنا مساعد البروفسور فخري..,6,21,23,0.29,0.33,0.0,0.62,0.14,2.5,0.0,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,3,1.4
لا نعرف أن للبروفسور فخري مساعدًا!,7,27,28,0.3,0.33,0.04,0.63,0.15,2.17,0.17,0.33,Arts & Humanities,Foundational,High BAREC / Low DLI,12,4,1.8
إنه مساعدي فعلًا لكن من أنتم؟,7,22,23,0.32,0.41,0.05,0.5,0.32,1.67,0.33,0.17,Arts & Humanities,Foundational,Low BAREC / High DLI,10,7,3.2
نحن عمال التليفون..,5,15,17,0.4,0.53,0.0,0.53,0.2,1.0,0.0,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,4,1.8
لكنني لم أستدع أحدًا..,6,16,18,0.25,0.38,0.06,0.56,0.25,2.12,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,4,1.8
والتليفون لم يتعطل بعد ,4,19,19,0.37,0.58,0.0,0.58,0.16,1.62,0.5,0.5,Arts & Humanities,Foundational,Low BAREC / High DLI,8,8,3.6
أعفوني من الإصلاح الآن..,6,19,21,0.26,0.32,0.0,0.42,0.16,2.75,0.25,0.75,Arts & Humanities,Foundational,High BAREC / High DLI,12,7,3.2
ليس عندي وقت..,5,10,12,0.5,0.9,0.0,0.8,0.1,2.33,0.67,0.33,Arts & Humanities,Foundational,Low BAREC / High DLI,10,8,3.6
يجب أن تسمح لهم بالدخول يا سيدي ,7,25,25,0.4,0.6,0.0,0.6,0.24,1.43,0.29,0.57,Arts & Humanities,Foundational,Low BAREC / High DLI,9,6,2.7
إنهم عمال مجتهدون يؤدون واجبهم!,6,26,27,0.31,0.38,0.0,0.42,0.38,1.8,0.0,0.4,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,5,2.3
لن نستغرق وقتًا طويلًا أين التليفون...؟!,11,28,33,0.5,0.79,0.07,0.61,0.04,1.58,0.17,0.17,Arts & Humanities,Foundational,Low BAREC / High DLI,8,7,3.2
وماذا نفعل الآن..,5,13,15,0.31,0.31,0.0,0.38,0.15,2.0,0.0,0.67,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,3,1.4
هل نبلغ الشرطة؟,4,12,13,0.42,0.67,0.0,0.5,0.17,2.17,0.33,0.33,Arts & Humanities,Foundational,Low BAREC / High DLI,7,7,3.2
هل نسيت يا سيدي أنني رجل شرطة؟,8,23,24,0.52,0.91,0.0,0.74,0.09,1.36,0.43,0.29,Arts & Humanities,Foundational,Low BAREC / High DLI,10,8,3.6
جرس الباب مرة أخرى..,6,15,17,0.33,0.4,0.0,0.53,0.2,1.5,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,4,1.8
لا بد أنها بقية العصابة...!,9,19,23,0.42,0.63,0.0,0.47,0.11,2.0,0.2,0.4,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,5,2.3
اطمئن!,2,5,6,0.2,0.2,0.0,0.4,0.2,2.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,7,2,0.9
سأفتح أنا الباب!,4,13,14,0.38,0.46,0.0,0.54,0.08,1.0,0.0,0.67,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,3,1.4
أهلًا بالقاضي عادل..,5,15,17,0.27,0.4,0.07,0.4,0.13,2.33,0.33,0.67,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,4,1.8
أهلًا بعزام وكيل النيابة الهمام!,6,26,27,0.27,0.38,0.04,0.27,0.27,3.2,0.0,0.6,Arts & Humanities,Foundational,High BAREC / Low DLI,12,5,2.3
حاقد وناقم وراسب هنا!,5,17,18,0.29,0.41,0.0,0.53,0.18,2.75,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,9,5,2.3
متنكرون في شكل عمال تليفون!,6,22,23,0.45,0.73,0.0,0.55,0.23,1.2,0.2,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,7,6,2.7
وهادي وغاضب في الخارج ينتظران في سيارة نقل كبيرة لينقلوا فيها العنقاء!,13,58,59,0.5,0.74,0.0,0.59,0.12,1.5,0.08,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
لا داعي لإصلاح التليفون!,5,20,21,0.25,0.4,0.0,0.45,0.1,1.5,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,2,0.9
أنا الضابط يقظان..,5,14,16,0.5,0.64,0.0,0.57,0.0,2.0,0.0,0.33,Arts & Humanities,Foundational,Low BAREC / Low DLI,3,4,1.8
ولا داعي للمقاومة!,4,15,16,0.2,0.4,0.0,0.27,0.2,2.33,0.0,1.0,Arts & Humanities,Foundational,Low BAREC / Low DLI,6,4,1.8
المكان محاصر,2,11,11,0.09,0.09,0.0,0.36,0.36,2.0,0.0,0.5,Arts & Humanities,Foundational,Low BAREC / Low DLI,3,4,1.8
بالمناسبة.. لا توجد عنقاء هنا..,9,23,27,0.39,0.52,0.0,0.48,0.17,2.0,0.0,0.4,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,5,2.3
لكن توجد معلومات عنها..,6,18,20,0.28,0.39,0.0,0.44,0.39,1.5,0.25,0.25,Arts & Humanities,Foundational,Low BAREC / Low DLI,8,4,1.8
العنقاء هي رمز البعث والخلود في الأساطير المصرية القديمة ,9,48,48,0.31,0.54,0.0,0.48,0.15,2.33,0.11,0.78,Arts & Humanities,Foundational,High BAREC / High DLI,14,7,3.2
ويقال إنها لما بلغت 500 سنة أحرقت نفسها وبرزت من دخانها عنقاء أخرى..,15,51,56,0.41,0.57,0.0,0.55,0.2,2.25,0.25,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,14,7,3.2
وقد اعتبرها العرب أحد المستحيلات الثلاثة، العنقاء والغول والخل الوفي.,12,58,60,0.28,0.48,0.0,0.43,0.16,2.55,0.2,1.1,Arts & Humanities,Foundational,High BAREC / High DLI,16,7,3.2
كنا ننوي سرقة العنقاء فقط لم نفكر في سرقة الغول أو الخل الوفي.,14,49,50,0.41,0.59,0.0,0.51,0.12,2.23,0.23,0.31,Arts & Humanities,Foundational,Low BAREC / Low DLI,10,5,2.3
عندما أدليت بالحديث الصحفي الذي قلت فيه: إنني عثرت على العنقاء، لم أكن أقصد بذلك أنني عثرت على العنقاء فعلًا,22,86,88,0.38,0.63,0.01,0.59,0.17,2.27,0.15,0.5,Arts & Humanities,Foundational,High BAREC / High DLI,11,7,3.2
مفهوم طبعًا!,3,9,10,0.22,0.22,0.11,0.44,0.44,3.0,0.0,0.0,Arts & Humanities,Foundational,Low BAREC / High DLI,8,6,2.7
كنت فرحًا لأنني عثرت على اكتشاف كنت أظنه مستحيلا، حجر أثري يرجع تاريخه إلى ثلاثة آلاف سنة، فقلت أنني عثرت على العنقاء,24,93,95,0.44,0.76,0.01,0.61,0.19,1.55,0.18,0.32,Arts & Humanities,Foundational,High BAREC / High DLI,13,8,3.6
